title_id,title_name,title_code,title_icon
00050000-10132D00,Scribblenauts Unmasked A DC Comics Adventure,,
00050000-10132F00,Monster Hunter 3 Ultimate Packet Relay Tools for Nintendo 3DS,WUP-P-WLYP,
00050000-10133000,MOTHER,WUP-N-FBDJ,
00050000-10133100,EarthBound Beginnings,WUP-N-FBDE,
00050000-10133200,EarthBound Beginnings,WUP-N-FBDP,
00050000-10133300,MOTHER2 ギーグの逆襲,WUP-N-JBBJ,
00050000-10133400,EarthBound,WUP-N-JBBE,
00050000-10133500,EarthBound,WUP-N-JBBP,
00050000-10133600,Monster Hunter 3 Ultimate Packet Relay Tools for Nintendo 3DS,WUP-N-WLYE,
00050000-10133700,CastleStorm,WUP-N-WCSE,
00050000-10133800,TANK! TANK! TANK! (DL),WUP-N-WAKE,
00050000-10133900,Turbo: Super Stunt Squad,WUP-N-ATBE,
00050000-10133A00,F1 RACE STARS POWERED UP EDITION,WUP-N-AF9J,
00050000-10133B00,Sniper Elite V2,,
00050000-10133C00,いっき,WUP-N-FBEJ,
00050000-10134000,高橋名人の冒険島,WUP-N-FBGJ,
00050000-10134100,Adventure Island,WUP-N-FBGE,
00050000-10134200,Adventure Island,WUP-N-FBGP,
00050000-10134300,魔界村,WUP-N-FBHJ,
00050000-10134400,GHOSTS'N GOBLINS,WUP-N-FBHE,
00050000-10134500,Ghosts'n Goblins,WUP-N-FBHP,
00050000-10134600,三國志Ⅳ,WUP-N-JBCJ,
00050000-10134700,Romance of the Three Kingdoms IV Wall of Fire,WUP-N-JBCE,
00050000-10134A00,ブレス オブ ファイアⅡ 使命の子,WUP-N-JBEJ,
00050000-10134B00,Breath of Fire II,WUP-N-JBEE,
00050000-10134C00,Breath of Fire II,WUP-N-JBEP,
00050000-10134D00,ファイアーエムブレム トラキア776,WUP-N-JBFJ,
00050000-10134E00,Sniper Elite V2,WUP-P-AS8E,
00050000-10135000,Art of Balance,WUP-N-WABE,
00050000-10135100,Darts Up,WUP-N-WDUE,
00050000-10135200,Star Wars Pinball,WUP-N-WA2E,
00050000-10135300,The Wonderful 101,WUP-P-ACMP,
00050000-10135500,LEGO BATMAN 2: DC Super Heroes,WUP-P-ALBP,
00050000-10135600,運命の洞窟 THE CAVE,WUP-N-WCVJ,
00050000-10135700,ソニック ロストワールド,WUP-N-ASNJ,
00050000-10135C00,スーパーファミコンウォーズ,WUP-N-JBGJ,
00050000-10135E00,LEGO Batman 2: DC Super Heroes,WUP-N-ALBE,
00050000-10136000,Romance of the three Kingdoms IV Wall of Fire,WUP-N-JBCP,
00050000-10136100,バンダイチャンネル,WUP-N-HNBJ,
00050000-10136300,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,WUP-P-WBTP,
00050000-10136400,ナノアサルト ネオ,WUP-N-WASJ,
00050000-10136500,龍が如く 1&2 HD for Wii U,WUP-N-ARYJ,
00050000-10136700,Turbo: Super Stunt Squad,WUP-P-ATBP,
00050000-10136900,Disney Planes,WUP-P-APAP,
00050000-10136A00,Disney Planes,,
00050000-10136B00,Disney Planes,,
00050000-10136C00,Batman: Arkham Origins,WUP-P-AZEP,
00050000-10136D00,Disney Epic Mickey 2,,
00050000-10136F00,Disney Infinity,WUP-U-ADSP,
00050000-10137000,Disney Infinity,WUP-U-ADSZ,
00050000-10137200,Fit Music for Wii U,WUP-P-AFMP,
00050000-10137300,はじまりの森,WUP-N-JBHJ,
00050000-10137400,Vegas Stakes,WUP-N-JBJE,
00050000-10137500,Vegas Stakes,WUP-N-JBJP,
00050000-10137600,Harvest Moon,WUP-N-JBKE,
00050000-10137700,Harvest Moon,WUP-N-JBKP,
00050000-10137800,Harvest Moon,,
00050000-10137A00,Final Fight 2,WUP-N-JBLE,
00050000-10137B00,Final Fight 2,WUP-N-JBLP,
00050000-10137C00,Batman: Arkham Origins,WUP-N-AZEE,
00050000-10137D00,Wii Party U,WUP-N-ANXE,
00050000-10137E00,Wii Party U,WUP-P-ANXP,
00050000-10137F00,Donkey Kong Country: Tropical Freeze,WUP-N-ARKE,
00050000-10138000,ファイナルファイト2,WUP-N-JBLJ,
00050000-10138300,Donkey Kong Country Tropical Freeze,WUP-P-ARKP,
00050000-10138500,Pinball Arcade,WUP-N-WACE,
00050000-10138600,Falling Skies: The Game,WUP-N-AF8E,
00050000-10138700,Spin the Bottle: Bumpie's Party,WUP-P-WB6P,
00050000-10138800,Assassin's Creed IV Black Flag,WUP-P-ASBP,
00050000-10138900,How To Survive,WUP-P-WHTP,
00050000-10138A00,Angry Birds Trilogy,,
00050000-10138B00,Assassin's Creed IV Black Flag,WUP-N-ASBE,
00050000-10138D00,F1 RACE STARS POWERED UP EDITION,WUP-N-AF9E,
00050000-10138E00,Rayman Legends Challenges App,WUP-P-WB7P,
00050000-10138F00,Devil's Third,WUP-N-ADNJ,
00050000-10139200,Skylanders SWAP Force,WUP-N-ASFE,
00050000-10139400,Phineas and Ferb : Quest for Cool Stuff,WUP-P-APFE,
00050000-10139500,Rayman Legends Challenges App,WUP-U-WB7E,
00050000-10139800,ドルアーガの塔,WUP-N-FBKJ,
00050000-10139900,Just Dance 2014,WUP-N-AJ5E,
00050000-10139A00,Cocoto Magic Circus 2,WUP-N-ACCE,
00050000-10139B00,NINJA GAIDEN 3: Razor's Edge,,
00050000-10140000,Angry Birds Trilogy,WUP-P-ANRP,
00050000-10140300,Hunter's Trophy 2: Europa,,
00050000-10140400,Skylanders SWAP Force,WUP-P-ASFP,
00050000-10140500,Watch_Dogs,WUP-P-AWCP,
00050000-10140600,銀星将棋 強天怒闘風雷神,WUP-N-AGZJ,
00050000-10140700,インジャスティス:神々(ヒーロー)の激突,WUP-N-AJSJ,
00050000-10140800,ARC STYLE: 野球!!SP,WUP-N-WBSJ,
00050000-10140900,オセロ,WUP-N-WCEJ,
00050000-10140C00,スーパーワギャンランド,WUP-N-JBMJ,
00050000-10140D00,重装機兵ヴァルケン,WUP-N-JBNJ,
00050000-10140E00,Cybernator,WUP-N-JBNE,
00050000-10140F00,Cybernator,WUP-N-JBNP,
00050000-10141100,大航海時代Ⅱ,WUP-N-JBQJ,
00050000-10141200,Uncharted Waters: New Horizons,WUP-N-JBQE,
00050000-10141300,Uncharted Waters: New Horizons,WUP-N-JBQP,
00050000-10141400,真･女神転生Ⅱ,WUP-N-JBRJ,
00050000-10141500,真･女神転生if...,WUP-N-JBSJ,
00050000-10141600,ロックマンX2,WUP-N-JBTJ,
00050000-10141700,Mega Man X2,WUP-N-JBTE,
00050000-10141800,Mega Man X2,WUP-N-JBTP,
00050000-10141900,ファイナルファイト タフ,WUP-N-JBUJ,
00050000-10141A00,Final Fight 3,WUP-N-JBUE,
00050000-10141B00,Final Fight 3,WUP-N-JBUP,
00050000-10141C00,RUSHING BEAT 乱 複製都市,WUP-N-JBVJ,
00050000-10141D00,Brawl Brothers,WUP-N-JBVE,
00050000-10141E00,Brawl Brothers,WUP-N-JBVP,
00050000-10141F00,クロックタワー,WUP-N-JBWJ,
00050000-10142000,Watch Dogs,WUP-N-AWCE,
00050000-10142200,New スーパールイージ U,WUP-P-ARSJ,
00050000-10142300,New SUPER LUIGI U,,
00050000-10142400,New SUPER LUIGI U,WUP-P-ARSP,
00050000-10142700,Art Academy: SketchPad,WUP-P-AA9P,
00050000-10142800,TNT Racers - Nitro Machines Edition,WUP-P-WAYP,
00050000-10142A00,Zumba Fitness World Party,WUP-N-AZBE,
00050000-10142B00,絵心教室 スケッチ,WUP-N-AA9J,
00050000-10142C00,Art Academy: SketchPad,WUP-P-AA9E,
00050000-10142D00,スカイランダーズ スパイロの大冒険,WUP-P-AS7J,
00050000-10142F00,レゴシティ アンダーカバー,WUP-N-APLJ,
00050000-10143200,Cabela's Big Game Hunter Pro Hunts,WUP-P-ACEE,
00050000-10143300,Hot Wheels World's Best Driver,WUP-N-AHWE,
00050000-10143400,ゼルダの伝説 風のタクト HD,WUP-N-BCZJ,wind_waker_hd
00050000-10143500,The Legend of Zelda: The Wind Waker HD,WUP-N-BCZE,wind_waker_hd
00050000-10143600,The Legend of Zelda: The Wind Waker HD,WUP-P-BCZP,wind_waker_hd
00050000-10143700,聖剣伝説2,WUP-N-JBXJ,
00050000-10143C00,ファイナルファンタジーVI,WUP-N-JBYJ,
00050000-10143F00,Just Dance 2014,WUP-P-AJ5P,
00050000-10144000,Adventure Time: Explore the Dungeon Because I DON’T KNOW!,WUP-N-ADVE,
00050000-10144800,ドンキーコング トロピカルフリーズ,WUP-N-ARKJ,
00050000-10144D00,Wii Sports Club,WUP-N-AWSE,
00050000-10144E00,Wii Sports Club,WUP-N-AWSP,
00050000-10144F00,Super Smash Bros. for Wii U,WUP-N-AXFE,super_smash_bros
00050000-10145000,Super Smash Bros. for Wii U,WUP-P-AXFP,super_smash_bros
00050000-10145100,Hot Wheels World's Best Driver,WUP-P-AHWP,
00050000-10145200,Just Dance Kids 2014,WUP-N-AJKE,
00050000-10145300,スナイパー エリートV2,WUP-N-AS8J,
00050000-10145500,Wipeout Create & Crash,,
00050000-10145600,Animal Crossing Plaza,WUP-U-ADBA,
00050000-10145800,Unepic,WUP-P-WEPP,
00050000-10145900,Coaster Crazy Deluxe,WUP-P-WCDP,
00050000-10145A00,Pure Chess,WUP-P-WC9P,
00050000-10145B00,Just Dance Kids 2014,WUP-P-AJKP,
00050000-10145C00,Super Mario 3D World,WUP-N-ARDE,super_mario_3d_world
00050000-10145D00,Super Mario 3D World,WUP-P-ARDP,super_mario_3d_world
00050000-10145E00,Angry Birds Star Wars,WUP-P-AGRE,
00050000-10145F00,ファミコンリミックス,WUP-N-WMGJ,
00050000-10146000,NES REMIX,WUP-N-WMGE,
00050000-10146100,NES Remix,WUP-N-WMGP,
00050000-10146300,PAC-MAN and the Ghostly Adventures,WUP-N-APCE,
00050000-10146600,Ben 10 Omniverse 2,WUP-P-ABVP,
00050000-10146800,Call of Duty: Ghosts,WUP-P-ACPE,
00050000-10146900,SpongeBob SquarePants: Plankton’s Robotic Revenge,WUP-P-AS5E,
00050000-10146A00,The Amazing Spider-Man 2,WUP-P-AM9E,
00050000-10147300,Evofish,WUP-N-WEVE,
00050000-10147400,Pure Chess,WUP-N-WC9E,
00050000-10147500,Ben 10 Omniverse 2,WUP-N-ABVE,
00050000-10147600,Evofish,WUP-P-WEVP,
00050000-10147700,Pokémon Rumble U,WUP-N-WCNZ,
00050000-10147900,PAC-MAN and the Ghostly Adventures,WUP-P-APCP,
00050000-10147A00,Monster High 13 Wishes,WUP-P-AC2P,
00050000-10147B00,Barbie Dreamhouse Party,WUP-P-ABBP,
00050000-10147D00,SpongeBob SquarePants: Plankton’s Robotic Revenge,,
00050000-10147E00,Hello Kitty Kruisers,WUP-N-AHKE,
00050000-10147F00,Spin The Bottle: Bumpie's Party,WUP-N-WB6E,
00050000-10148000,ワンピース アンリミテッドワールド R,WUP-N-AUNJ,
00050000-10148200,Rock 'N Racing Off Road,WUP-N-WAEE,
00050000-10148500,Abyss,WUP-N-WAGE,
00050000-10148F00,Uplay,WUP-N-WLAJ,
00050000-10149000,三國志12 with パワーアップキット,WUP-N-APUJ,
00050000-10149100,Angry Birds Star Wars,WUP-P-AGRP,
00050000-10149200,Spot The Differences: Party!,WUP-P-WDFP,
00050000-10149300,Mario vs. Donkey Kong: Tipping Stars,WUP-N-WAFE,
00050000-10149400,Art of Balance,WUP-P-WABP,
00050000-10149500,Scram Kitty and his Buddy on Rails,WUP-N-WKTE,
00050000-10149600,Wii Karaoke U by JOYSOUND,WUP-N-WAHP,
00050000-10149700,役満 鳳凰,WUP-N-WAUJ,
00050000-10149800,ベースボール,WUP-N-FBLJ,
00050000-10149900,Baseball,WUP-N-FBLE,
00050000-10149A00,Baseball,WUP-N-FBLP,
00050000-10149B00,テニス,WUP-N-FBMJ,
00050000-10149C00,Tennis,WUP-N-FBME,
00050000-10149D00,Tennis,WUP-N-FBMP,
00050000-10149E00,ピンボール,WUP-N-FBNJ,
00050000-10149F00,Pinball,WUP-N-FBNE,
00050000-1014A000,Pinball,WUP-N-FBNP,
00050000-1014A100,アーバンチャンピオン,WUP-N-FBPJ,
00050000-1014A200,Urban Champion,WUP-N-FBPE,
00050000-1014A300,Urban Champion,WUP-N-FBPP,
00050000-1014A400,クルクルランド,WUP-N-FBQJ,
00050000-1014A500,Clu Clu Land,WUP-N-FBQE,
00050000-1014A600,Clu Clu Land,WUP-N-FBQP,
00050000-1014A700,ドンキーコング3,WUP-N-FBRJ,
00050000-1014A800,Donkey Kong 3,WUP-N-FBRE,
00050000-1014A900,Donkey Kong 3,WUP-N-FBRP,
00050000-1014AA00,ゴルフ,WUP-N-FBSJ,
00050000-1014AB00,Golf,WUP-N-FBSE,
00050000-1014AC00,GOLF,WUP-N-FBSP,
00050000-1014AD00,ファイナルファンタジー,WUP-N-FBTJ,
00050000-1014B000,ファイナルファンタジーIV,WUP-N-JBZJ,
00050000-1014B300,伝説のオウガバトル,WUP-N-JB2J,
00050000-1014B700,New Super Mario Bros. U and New Super Luigi U,WUP-N-ATWE,
00050000-1014B800,New Super Mario Bros. U + New Super Luigi U,WUP-P-ATWP,
00050000-1014BF00,@SIMPLE DLシリーズ for Wii U Vol.1 THE 密室からの脱出 ～すべての始まり16の謎～,WUP-N-WD4J,
00050000-1014C000,ウォッチドッグス,WUP-N-AWCJ,
00050000-1014C100,TRANSFORMERS: Rise of the Dark Spark,WUP-N-AYEE,
00050000-1014C300,引ク押ス ワールド,WUP-N-WKEJ,
00050000-1014C600,Giana Sisters: Twisted Dreams,WUP-P-WGSP,
00050000-1014C700,How to Survive,WUP-N-WHTE,
00050000-1014C800,アサシン クリード4 ブラック フラッグ,WUP-N-ASBJ,
00050000-1014C900,My Farm,WUP-P-WMFP,
00050000-1014CA00,The Legend of Zelda: Hyrule Historia,WUP-N-SNAE,
00050000-1014CB00,Giana Sisters: Twisted Dreams,WUP-N-WGSE,
00050000-1014CC00,Cocoto Magic Circus 2,WUP-P-ACCZ,
00050000-1014CE00,YouTube,WUP-N-HNCE,
00050000-1014CF00,Coaster Crazy Deluxe,WUP-N-WCDE,
00050000-1014D000,My Farm,WUP-N-WMFE,
00050000-1014D100,Scram Kitty and his Buddy on Rails,WUP-P-WKTP,
00050000-1014D200,零 ～濡鴉ノ巫女～,WUP-N-AL5J,
00050000-1014D600,TRINE 2 三つの力と不可思議の森,WUP-N-WBDJ,
00050000-1014D800,Knytt Underground,WUP-P-WBCP,
00050000-1014D900,ぷよぷよテトリス,WUP-N-APTJ,
00050000-1014DA00,モンスターハンター フロンティアG,WUP-N-AMFJ,
00050000-1014DB00,BAYONETTA,,
00050000-1014DD00,Chimpuzzle Pro,WUP-P-WCPP,
00050000-1014DE00,The LEGO Movie Videogame,WUP-N-ALAE,
00050000-1014DF00,Spot The Differences: Party!,WUP-N-WDFE,
00050000-1014E000,The LEGO Movie Videogame,WUP-P-ALAP,
00050000-1014E100,Adventure Time: Explore the Dungeon Because I DON’T KNOW!,WUP-P-ADVP,
00050000-1014E200,Phineas and Ferb : Quest for Cool Stuff,,
00050000-1014E300,Zumba Fitness World Party,WUP-U-AZBP,
00050000-1014EF00,Knytt Underground,WUP-N-WBCE,
00050000-1014F000,TNT Racers - Nitro Machines Edition,WUP-N-WAYE,
00050000-1014F100,Mighty Switch Force! 2,WUP-P-WM2P,
00050000-1014F300,パックワールド,WUP-N-APCJ,
00050000-1014F400,クラウドベリー キングダム,WUP-N-WCKJ,
00050000-1014FB00,Q.U.B.E: Director's Cut,WUP-P-WDCP,
00050000-1014FC00,Mighty Switch Force! 2,WUP-N-WM2E,
00050000-1014FD00,Cubemen 2,WUP-N-WANE,
00050000-1014FE00,My Style Studio: Hair Salon,WUP-N-WHSE,
00050000-1014FF00,Percy's Predicament,WUP-N-WAPE,
00050000-10150200,Cubemen 2,WUP-P-WANP,
00050000-10150300,Dr.LUIGI & 細菌撲滅,WUP-N-WAQJ,
00050000-10150400,アイスホッケー,WUP-N-FBUJ,
00050000-10150500,Ice Hockey,WUP-N-FBUE,
00050000-10150600,Ice Hockey,WUP-N-FBUP,
00050000-10150700,ワリオの森,WUP-N-FBVJ,
00050000-10150800,Wario's Woods,WUP-N-FBVE,
00050000-10150900,Wario's Woods,WUP-N-FBVP,
00050000-10150A00,BUBBLE BOBBLE,WUP-N-FBWJ,
00050000-10150D00,ファイナルファンタジーII,WUP-N-FBXJ,
00050000-10150E00,ファイナルファンタジーIII,WUP-N-FBYJ,
00050000-10150F00,ダウンタウンスペシャル くにおくんの時代劇だよ全員集合!,WUP-N-FBZJ,
00050000-10151000,熱血高校ドッジボール部,WUP-N-FB2J,
00050000-10151100,Super Dodge Ball,WUP-N-FB2E,
00050000-10151200,Super Dodge Ball,WUP-N-FB2P,
00050000-10151300,悪魔城ドラキュラ,WUP-N-FB3J,
00050000-10151400,Castlevania,WUP-N-FB3E,
00050000-10151500,Castlevania,WUP-N-FB3P,
00050000-10151600,ロマンシング サ･ガ,WUP-N-JB3J,
00050000-10152100,EDGE,WUP-P-WEDP,
00050000-10152200,EDGE,WUP-N-WEDE,
00050000-10152300,Toki Tori,WUP-N-WKRE,
00050000-10152400,Toki Tori,WUP-P-WKRP,
00050000-10152500,RUSH,WUP-P-WCFP,
00050000-10152600,RUSH,WUP-N-WCFE,
00050000-10152700,Wooden Sen'SeY,WUP-P-WDSP,
00050000-10152A00,Dr. Luigi,WUP-N-WAQE,
00050000-10152B00,Dr. Luigi,WUP-P-WAQP,
00050000-10152C00,マリオオープンゴルフ,WUP-N-FB4J,
00050000-10152E00,NES Open Tournament Golf,WUP-N-FB4E,
00050000-10152F00,NES Open Tournament Golf,WUP-N-FB4P,
00050000-10153000,ドクターマリオ,WUP-N-FB5J,
00050000-10153100,Dr. Mario,WUP-N-FB5E,
00050000-10153200,Dr. Mario,WUP-N-FB5P,
00050000-10153300,熱血硬派くにおくん,WUP-N-FB6J,
00050000-10153400,Renegade,WUP-N-FB6E,
00050000-10153500,Renegade,WUP-N-FB6P,
00050000-10153600,ダブルドラゴン,WUP-N-FB7J,
00050000-10153700,Double Dragon,WUP-N-FB7E,
00050000-10153800,Double Dragon,WUP-N-FB7P,
00050000-10153900,ドラキュラⅡ 呪いの封印,WUP-N-FB8J,
00050000-10153B00,Castlevania II: Simon's Quest,WUP-N-FB8E,
00050000-10153C00,Castlevania Ⅱ Simon's Quest,WUP-N-FB8P,
00050000-10153D00,タクティクスオウガ,WUP-N-JB4J,
00050000-10153E00,ロマンシング サ･ガ2,WUP-N-JB5J,
00050000-10153F00,ファイナルファンタジーV,WUP-N-JB6J,
00050000-10154000,ファイナルファンタジーUSA ミスティッククエスト,WUP-N-JB7J,
00050000-10154500,トガビトノセンリツ,WUP-N-WGBJ,
00050000-10154600,バットマン:アーカム･ビギンズ,WUP-N-AZEJ,
00050000-10154800,BBC iPlayer,WUP-N-HNSP,
00050000-10154900,Angry Bunnies: Colossal Carrot Crusade,WUP-P-WBEP,
00050000-10154A00,My Style Studio: Notebook,WUP-P-WBKP,
00050000-10154B00,Rubik's Cube,WUP-P-WC2P,
00050000-10154C00,My Style Studio: Hair Salon,WUP-P-WHSP,
00050000-10154D00,The Mysterious Cities of Gold: Secret Paths,WUP-P-WC3P,
00050000-10154E00,Luv Me Buddies Wonderland,WUP-P-ALVP,
00050000-10155B00,Tengami,WUP-P-WG3P,
00050000-10155F00,ドラゴンクエストⅩ 眠れる勇者と導きの盟友 オンライン,WUP-P-ANYJ,
00050000-10156000,My Style Studio: Notebook,WUP-N-WBKE,
00050000-10156100,Call of Duty: Ghosts,WUP-P-ACPP,
00050000-10156400,Rubik's Cube,WUP-N-WC2E,
00050000-10156500,The Mysterious Cities of Gold: Secret Paths,WUP-N-WC3E,
00050000-10156600,F-ZERO FOR GAMEBOY ADVANCE,WUP-N-PAAJ,
00050000-10156700,F-Zero Maximum Velocity,WUP-N-PAAE,
00050000-10156800,F-Zero: Maximum Velocity,WUP-N-PAAP,
00050000-10156900,スーパーマリオアドバンス3,WUP-N-PABJ,
00050000-10156A00,Yoshi's Island: Super Mario Advance 3,WUP-N-PABE,
00050000-10156B00,Yoshi's Island: Super Mario Advance 3,WUP-N-PABP,
00050000-10156C00,メイド イン ワリオ,WUP-N-PACJ,
00050000-10156E00,"WarioWare, Inc.: Mega Microgame$",WUP-N-PACE,
00050000-10156F00,"WarioWare, Inc: Minigame Mania",WUP-N-PACP,
00050000-10157000,メトロイド フュージョン,WUP-N-PADJ,
00050000-10157100,Metroid Fusion,WUP-N-PADE,
00050000-10157200,Metroid Fusion,WUP-N-PADP,
00050000-10157300,マリオ&ルイージRPG,WUP-N-PAEJ,
00050000-10157400,Mario & Luigi: Superstar Saga,WUP-N-PAEE,
00050000-10157500,Mario & Luigi: Superstar Saga,WUP-N-PAEP,
00050000-10157600,Call of Duty: Ghosts,WUP-P-ACPI,
00050000-10157800,Squids Odyssey,WUP-P-WJCP,
00050000-10157900,コール オブ デューティ ゴースト,WUP-P-ACPJ,
00050000-10157A00,Squids Odyssey,WUP-N-WJCE,
00050000-10157C00,アルファディア ジェネシス,WUP-N-WGEJ,
00050000-10157D00,ガイアブレイカー,WUP-N-WBGJ,
00050000-10157E00,Bayonetta,WUP-N-AAFE,
00050000-10157F00,Bayonetta,WUP-P-AAFD,
00050000-10158000,ELEVATOR ACTION,WUP-N-FB9J,
00050000-10158300,Wooden Sen'SeY,WUP-N-WDSE,
00050000-10158400,My First Songs,WUP-N-WMSE,
00050000-10158500,ファミコン探偵倶楽部 消えた後継者(前後編),WUP-N-FCAJ,
00050000-10158600,忍者龍剣伝,WUP-N-FCBJ,
00050000-10158700,Ninja Gaiden,WUP-N-FCBE,
00050000-10158800,Ninja Gaiden,WUP-N-FCBP,
00050000-10158900,マイティボンジャック,WUP-N-FCCJ,
00050000-10158A00,Mighty Bomb Jack,WUP-N-FCCE,
00050000-10158B00,Mighty Bomb Jack,WUP-N-FCCP,
00050000-10158C00,がんばれゴエモン!からくり道中,WUP-N-FCDJ,
00050000-10158D00,SUPER魂斗羅,WUP-N-FCEJ,
00050000-10158E00,Super C,WUP-N-FCEE,
00050000-10158F00,Super C,WUP-N-FCEP,
00050000-10159000,スーパーパンチアウト!!,WUP-N-JB8J,
00050000-10159100,Super Punch-Out!!,WUP-N-JB8E,
00050000-10159200,Super Punch-Out!!,WUP-N-JB8P,
00050000-10159300,ロマンシング サ･ガ3,WUP-N-JB9J,
00050000-10159400,バハムート ラグーン,WUP-N-JCAJ,
00050000-10159500,Pop'nツインビー,WUP-N-JCBJ,
00050000-10159600,Pop'n Twinbee,WUP-N-JCBP,
00050000-10159800,Wii Fit U (Free),WUP-U-AFCJ,
00050000-10159900,Wii Fit U (Free),WUP-U-AFCE,
00050000-10159A00,Wii Fit U (promo),WUP-U-AFCP,
00050000-1015A300,ディズニーインフィニティ,WUP-P-ADSJ,
00050000-1015B100,Tengami,WUP-N-WG3E,
00050000-1015B200,Child of Light,WUP-N-ACLE,
00050000-1015B400,ソニック&オールスターレーシング TRANSFORMED,WUP-N-AS2J,
00050000-1015B500,グラディウス,WUP-N-PNAJ,
00050000-1015B600,PC原人,WUP-N-PNBJ,
00050000-1015B700,高橋名人の新冒険島,WUP-N-PNCJ,
00050000-1015B800,スーパースターソルジャー,WUP-N-PNDJ,
00050000-1015B900,ニュートピア,WUP-N-PNEJ,
00050000-1015BA00,PC電人,WUP-N-PNFJ,
00050000-1015BB00,PC原人2,WUP-N-PNGJ,
00050000-1015BC00,PC原人3,WUP-N-PNHJ,
00050000-1015BD00,THE 功夫,WUP-N-PNJJ,
00050000-1015BE00,ブレイジングレーザーズ,WUP-N-PNKJ,
00050000-1015BF00,エイリアンクラッシュ,WUP-N-PNLJ,
00050000-1015C000,ニュートピアII,WUP-N-PNMJ,
00050000-1015C100,改造町人シュビビンマン2 ―新たなる敵―,WUP-N-PNNJ,
00050000-1015C200,BE BALL,WUP-N-PNPJ,
00050000-1015C300,ファイナルソルジャー,WUP-N-PNQJ,
00050000-1015C400,ビクトリーラン,WUP-N-PNRJ,
00050000-1015C500,ダブルダンジョン,WUP-N-PNSJ,
00050000-1015C600,ソルジャーブレイド,WUP-N-PNTJ,
00050000-1015C700,パワーゴルフ,WUP-N-PNUJ,
00050000-1015C800,沙羅曼蛇,WUP-N-PNVJ,
00050000-1015C900,ボンバーマン '94,WUP-N-PNWJ,
00050000-1015CA00,出たな!! ツインビー,WUP-N-PNXJ,
00050000-1015CB00,デジタルチャンプ,WUP-N-PNYJ,
00050000-1015CC00,BREAK IN,WUP-N-PNZJ,
00050000-1015CD00,モトローダー,WUP-N-PN2J,
00050000-1015CE00,ダンジョンエクスプローラー,WUP-N-PN3J,
00050000-1015CF00,パワースポーツ,WUP-N-PN4J,
00050000-1015D000,WINDS OF THUNDER ウィンズ オブ サンダー,WUP-N-PN5J,
00050000-1015D100,デビルクラッシュ,WUP-N-PN6J,
00050000-1015D200,ボンバーマン ぱにっくボンバー,WUP-N-PN7J,
00050000-1015D300,Lucadian Chronicles,WUP-N-WLCE,
00050000-1015D700,黄金の太陽 開かれし封印,WUP-N-PAFJ,
00050000-1015D800,Golden Sun,WUP-N-PAFE,
00050000-1015D900,Golden Sun,WUP-N-PAFP,
00050000-1015DA00,マリオvs.ドンキーコング,WUP-N-PAGJ,
00050000-1015DB00,Mario vs Donkey Kong,WUP-N-PAGE,
00050000-1015DC00,Mario vs. Donkey Kong,WUP-N-PAGP,
00050000-1015DD00,星のカービィ 鏡の大迷宮,WUP-N-PAHJ,
00050000-1015DE00,Kirby & The Amazing Mirror,WUP-N-PAHE,
00050000-1015DF00,Kirby & The Amazing Mirror,WUP-N-PAHP,
00050000-1015E000,ゲームボーイウォーズアドバンス1+2,WUP-N-PAJJ,
00050000-1015E100,Advance Wars,WUP-N-PALE,
00050000-1015E200,Advance Wars,WUP-N-PALP,
00050000-1015E300,ゼルダの伝説 ふしぎのぼうし,WUP-N-PAKJ,
00050000-1015E400,The Legend of Zelda: The Minish Cap,WUP-N-PAKE,
00050000-1015E500,The Legend of Zelda: The Minish Cap,WUP-N-PAKP,
00050000-1015EA00,おきらくテニスSP,WUP-N-WLKJ,
00050000-1015EB00,マイティー スイッチ フォース! ハイパードライブエディション,WUP-N-WHYJ,
00050000-1015ED00,@SIMPLE DLシリーズ for Wii U Vol.2 THE 密室からの脱出2 ～消された19の記憶～,WUP-N-WE2J,
00050000-1015EF00,バレーボール,WUP-N-FCFJ,
00050000-1015F000,Volleyball,WUP-N-FCFE,
00050000-1015F100,Volleyball,WUP-N-FCFP,
00050000-1015F200,ファイアーエムブレム 暗黒竜と光の剣,WUP-N-FCGJ,
00050000-1015F300,悪魔城伝説,WUP-N-FCHJ,
00050000-1015F400,Castlevania III: Dracula's Curse,WUP-N-FCHE,
00050000-1015F500,Castlevania III: Dracula's Curse,WUP-N-FCHP,
00050000-1015F600,半熟英雄,WUP-N-FCJJ,
00050000-1015F700,影の伝説,WUP-N-FCKJ,
00050000-1015FA00,熱血高校ドッジボール部 サッカー編,WUP-N-FCLJ,
00050000-1015FB00,飛龍の拳 奥義の書,WUP-N-FCMJ,
00050000-1015FC00,Flying Dragon: The Secret Scroll,WUP-N-FCME,
00050000-1015FD00,Flying Dragon: The Secret Scroll,WUP-N-FCMP,
00050000-1015FE00,マーヴェラス ～もうひとつの宝島～,WUP-N-JCCJ,
00050000-1015FF00,悪魔城ドラキュラXX,WUP-N-JCDJ,
00050000-10160000,Castlevania Dracula X,WUP-N-JCDE,
00050000-10160100,Castlevania Dracula X,WUP-N-JCDP,
00050000-10160200,弟切草,WUP-N-JCEJ,
00050000-10160300,ファイアーエムブレム 外伝,WUP-N-FCNJ,
00050000-10160400,サッカー,WUP-N-FCPJ,
